CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
9662,Existing Customer,44,F,4,College,Unknown,Less than $40K,Blue,29,6,3,0,2217.0,1510,598.0,0.883,5193,76,0.941,0.764,6.45e-05,0.99994
9663,Existing Customer,44,F,2,Unknown,Unknown,Less than $40K,Blue,24,3,2,1,2403.0,2239,875.0,0.514,4182,83,0.635,0.776,7.888e-05,0.99992
9664,Existing Customer,43,F,4,High School,Unknown,Less than $40K,Blue,36,2,3,1,4310.0,0,3810.0,0.697,7594,88,0.85,0.0,0.00011604,0.99988
9665,Attrited Customer,40,F,3,High School,Single,Unknown,Blue,36,3,3,3,7802.0,0,7741.0,0.766,2667,40,0.575,0.0,0.99671,0.00329278
9666,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,13,6,3,3,2901.0,1560,1680.0,0.935,2210,24,0.86,0.474,0.00026668,0.99974
9667,Existing Customer,44,F,2,Graduate,Married,$40K - $60K,Blue,38,6,3,1,2237.0,661,1532.0,0.859,4621,77,0.979,0.389,0.00010848,0.99989
9668,Attrited Customer,29,M,0,High School,Unknown,Less than $40K,Blue,13,3,1,2,2557.0,2425,439.0,0.663,2510,37,0.422,0.892,0.99106,0.00994
9669,Existing Customer,37,F,2,Graduate,Single,Less than $40K,Blue,26,2,3,3,3421.0,922,2673.0,0.817,13897,108,0.76,0.27,0.00030251,0.9997
9670,Existing Customer,47,F,5,High School,Single,$40K - $60K,Blue,31,4,2,1,2905.0,1419,636.0,0.646,4519,75,0.55,0.674,6.286e-05,0.99994
9671,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,5,3,4,1438.3,785,678.3,0.643,3913,80,0.633,0.562,0.0004703,0.99953
9672,Existing Customer,59,F,1,High School,Single,$40K - $60K,Blue,48,3,2,4,3657.0,2517,940.0,0.747,4147,65,0.731,0.707,0.00028794,0.99971
9673,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,2,3523.0,1075,2383.0,0.688,11271,101,0.792,0.335,0.00018145,0.99982
9674,Attrited Customer,36,F,3,Unknown,Married,$40K - $60K,Blue,20,6,1,3,3824.0,0,4879.0,1.053,1932,36,0.345,0.0,0.98821,0.01278
9675,Existing Customer,49,M,3,Uneducated,Married,$120K +,Gold,43,2,3,3,34516.0,656,33861.0,0.719,7534,97,0.648,0.013,0.00036105,0.99964
9676,Attrited Customer,54,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,1,3,11585.0,1965,10210.0,0.427,1652,38,0.21,0.131,0.99059,0.00741
9677,Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,40,1,2,1,5040.0,2349,3338.0,0.818,8746,81,0.644,0.462,7.529e-05,0.99992
9678,Attrited Customer,50,M,2,College,Single,$60K - $80K,Silver,36,2,3,5,24341.0,0,24541.0,0.965,8974,77,0.602,0.0,0.99871,0.00198453
9679,Existing Customer,57,F,2,College,Single,Less than $40K,Blue,49,3,4,2,2340.0,1075,1266.0,0.806,4793,89,0.586,0.448,0.00017537,0.99982
9680,Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,29,3,3,4,3353.0,1322,2024.0,0.785,4106,70,0.754,0.346,0.00050563,0.99949
9681,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,21,5,3,0,21760.0,2517,19788.0,1.259,1686,32,0.533,0.11,6.639e-05,0.99993
9682,Existing Customer,35,F,3,Uneducated,Married,Unknown,Blue,28,4,3,2,14889.0,845,14687.0,0.931,2997,73,0.834,0.059,0.00019191,0.99981
9683,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,36,6,3,2,22311.0,0,22309.0,0.706,2540,37,0.4,0.0,0.99427,0.00573
9684,Attrited Customer,38,M,3,High School,Married,$80K - $120K,Blue,30,5,4,3,8595.0,0,8565.0,0.588,2509,50,0.643,0.0,0.99761,0.00239328
9685,Attrited Customer,50,M,3,College,Married,$120K +,Blue,36,1,2,3,6246.0,0,6076.0,0.645,2272,31,0.74,0.0,0.9948,0.0053
9686,Attrited Customer,42,F,1,Graduate,Single,$40K - $60K,Blue,32,2,3,2,2753.0,453,1935.0,0.437,2004,42,0.425,0.213,0.99447,0.00553
9687,Existing Customer,44,F,2,Graduate,Married,$40K - $60K,Blue,39,5,3,3,7791.0,2237,5262.0,0.805,1745,53,1.115,0.498,0.00030251,0.9997
9688,Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,40,6,1,4,17655.0,1100,17670.0,0.7,1613,35,0.462,0.053,0.00017369,0.99983
9689,Existing Customer,47,M,3,Uneducated,Single,$80K - $120K,Blue,35,6,1,3,1696.0,1438,103.0,0.935,3633,79,0.923,0.855,9.783e-05,0.9999
9690,Attrited Customer,43,M,2,Graduate,Single,$40K - $60K,Gold,33,3,3,3,17982.0,0,17782.0,1.045,8860,65,0.763,0.0,0.99706,0.00294195
9691,Existing Customer,47,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,34,1,1,1,12810.0,1932,10523.0,0.671,8176,97,0.439,0.093,3.481e-05,0.99997
9692,Existing Customer,33,F,3,Unknown,Married,Less than $40K,Blue,25,6,3,4,2044.0,1281,532.0,1.163,4101,77,0.667,0.614,0.00052058,0.99948
9693,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,3,3,3,2491.0,2404,343.0,0.818,2061,37,0.422,0.953,0.99719,0.00281247
9694,Existing Customer,59,F,1,High School,Single,$40K - $60K,Blue,41,5,3,1,3371.0,822,3029.0,0.913,4576,63,0.9,0.232,0.00016283,0.99984
9695,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,4,1,3,6778.0,1158,5580.0,0.906,1431,26,0.65,0.184,9.345e-05,0.99991
9696,Existing Customer,38,M,0,College,Married,Less than $40K,Silver,22,5,2,2,12057.0,1439,858.0,2.275,2900,55,0.85,0.601,9.354e-05,0.99991
9697,Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,6,3,3,2544.0,1085,1202.0,0.775,4849,74,0.844,0.404,0.00025233,0.99975
9698,Attrited Customer,56,F,3,College,Married,$40K - $60K,Blue,50,1,4,2,4348.0,1328,3191.0,0.328,1733,34,0.367,0.334,0.99553,0.00446316
9699,Attrited Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36,1,3,3,1486.0,1075,580.0,0.705,2861,49,0.753,0.664,0.99711,0.00288292
9700,Existing Customer,46,F,5,Unknown,Married,$40K - $60K,Blue,32,5,1,2,2540.0,1267,1354.0,1.671,1970,39,1.0,0.487,6.669e-05,0.99993
9701,Existing Customer,40,M,4,Doctorate,Single,$40K - $60K,Blue,27,1,1,3,2628.0,2421,123.0,0.828,8174,97,0.9,0.843,0.00012514,0.99987
9702,Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,27,5,2,1,2426.0,1681,1159.0,0.728,4718,77,0.714,0.558,7.624e-05,0.99992
9703,Existing Customer,45,M,3,Unknown,Single,$80K - $120K,Blue,26,2,2,5,11497.0,1309,10120.0,0.829,16071,114,0.909,0.107,0.00058853,0.99941
9704,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,1,3,9986.0,748,8909.0,0.901,4131,79,0.937,0.061,0.00010323,0.9999
9705,Existing Customer,46,F,3,Graduate,Divorced,$40K - $60K,Blue,32,5,1,3,2900.0,2106,1365.0,0.439,4662,89,0.626,0.635,9.715e-05,0.9999
9706,Existing Customer,30,F,0,Graduate,Single,Unknown,Blue,15,3,1,2,7438.0,795,5967.0,0.657,2279,47,0.423,0.088,4.726e-05,0.99995
9707,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,53,3,3,3,13021.0,0,13185.0,0.486,1418,34,0.6,0.0,0.00030251,0.9997
9708,Attrited Customer,62,F,0,Graduate,Unknown,Less than $40K,Blue,51,4,2,4,1476.0,946,542.0,0.589,2569,43,0.767,0.683,0.99694,0.00305612
9709,Existing Customer,56,M,1,College,Single,$120K +,Blue,46,5,1,2,9072.0,2507,5356.0,0.899,4942,76,0.558,0.285,5.065e-05,0.99995
9710,Existing Customer,46,F,5,College,Married,$40K - $60K,Blue,34,3,2,0,5907.0,1650,4700.0,0.636,14344,110,0.724,0.26,4.851e-05,0.99995
9711,Existing Customer,26,F,0,High School,Divorced,Less than $40K,Blue,17,4,2,2,2466.0,1089,1491.0,0.823,2487,74,0.694,0.405,9.766e-05,0.9999
9712,Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,42,4,3,0,2731.0,2509,394.0,1.181,1222,39,0.65,0.824,6.933e-05,0.99993
9713,Existing Customer,34,F,4,Graduate,Single,Unknown,Blue,21,6,2,2,6634.0,2318,4711.0,0.693,2782,68,0.5,0.332,0.00011854,0.99988
9714,Existing Customer,55,F,2,Graduate,Married,Unknown,Blue,45,4,2,2,3451.0,0,3571.0,0.591,10420,115,0.859,0.0,0.00011382,0.99989
9715,Existing Customer,47,F,2,High School,Married,Unknown,Blue,31,4,2,4,4011.0,1382,805.0,0.983,4633,80,0.812,0.63,0.00031604,0.99968
9716,Existing Customer,37,F,3,Graduate,Divorced,Less than $40K,Blue,34,4,4,3,2238.0,0,2348.0,0.681,1330,34,0.721,0.0,0.0003122,0.99969
9717,Existing Customer,41,M,4,College,Single,$80K - $120K,Blue,36,2,2,3,23789.0,1333,22340.0,0.645,7735,79,0.807,0.045,0.00019217,0.99981
9718,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,6,1,3,13800.0,1032,12658.0,0.669,3764,69,0.73,0.096,8.553e-05,0.99991
9719,Attrited Customer,50,M,1,Unknown,Married,$40K - $60K,Silver,36,3,3,4,13389.0,2137,11615.0,0.747,9060,66,1.0,0.123,0.99797,0.0020262
9720,Existing Customer,53,M,1,Doctorate,Married,$80K - $120K,Blue,36,5,3,2,21612.0,2119,10005.0,0.664,2196,59,0.929,0.094,0.00027011,0.99973
9721,Existing Customer,46,M,4,High School,Divorced,$40K - $60K,Blue,40,3,2,0,1561.0,1269,440.0,0.683,4326,69,0.66,0.718,4.09e-05,0.99996
9722,Existing Customer,40,M,4,Unknown,Single,Unknown,Blue,36,2,3,1,13135.0,1076,12344.0,0.791,14217,121,1.029,0.095,0.00012393,0.99988
9723,Existing Customer,48,M,3,College,Married,$120K +,Blue,38,1,2,1,34516.0,2494,32310.0,0.82,8674,91,0.806,0.056,6.225e-05,0.99994
9724,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,28,1,2,3,7950.0,2078,5904.0,0.713,13878,102,0.739,0.245,0.00017684,0.99982
9725,Existing Customer,44,M,1,Graduate,Married,$60K - $80K,Blue,30,6,1,4,11700.0,0,11501.0,0.824,3045,53,0.767,0.0,0.00014411,0.99986
9726,Existing Customer,52,M,4,Graduate,Married,$120K +,Blue,37,5,3,3,13964.0,1593,12321.0,0.514,4384,71,0.767,0.103,0.00031296,0.99969
9727,Existing Customer,36,M,0,High School,Single,$40K - $60K,Blue,18,2,2,2,2972.0,1840,1254.0,0.767,2059,51,0.556,0.625,0.00011044,0.99989
9728,Existing Customer,47,F,3,Post-Graduate,Married,$40K - $60K,Blue,35,3,3,2,2247.0,1297,864.0,0.664,4580,88,0.761,0.607,0.00028164,0.99972
9729,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,2,3,1,1761.0,1039,827.0,0.595,5349,74,0.83,0.643,0.00011194,0.99989
9730,Existing Customer,57,M,0,Uneducated,Unknown,$80K - $120K,Blue,45,5,1,2,22550.0,1251,21996.0,0.514,1582,34,0.4,0.024,1.743e-05,0.99999
9731,Existing Customer,47,M,2,High School,Married,$120K +,Blue,31,1,1,4,24967.0,1517,22613.0,0.758,8787,82,0.722,0.067,0.00016389,0.99984
9732,Existing Customer,42,M,3,Post-Graduate,Unknown,$40K - $60K,Gold,31,5,1,2,13961.0,0,13965.0,0.69,14334,111,0.699,0.0,0.0001133,0.99989
9733,Existing Customer,43,M,2,Unknown,Married,$40K - $60K,Blue,33,4,1,1,2516.0,1707,214.0,0.733,4878,61,0.718,0.891,3.583e-05,0.99996
9734,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Blue,55,2,2,3,10031.0,1129,8875.0,0.659,14120,114,0.781,0.131,0.00029199,0.99971
9735,Attrited Customer,27,F,0,Graduate,Married,Less than $40K,Blue,20,1,2,4,1493.0,0,1412.0,0.731,2296,37,0.222,0.0,0.99634,0.00265621
9736,Existing Customer,48,F,2,Doctorate,Single,Less than $40K,Blue,38,3,6,2,1846.0,1166,496.0,0.553,4975,84,0.714,0.746,0.00022808,0.99977
9737,Existing Customer,62,F,1,Graduate,Single,Less than $40K,Blue,54,3,2,2,3064.0,0,4284.0,0.721,4470,72,1.005,0.0,0.00010684,0.99989
9738,Existing Customer,46,M,3,Graduate,Single,$120K +,Blue,37,4,1,0,34516.0,2268,32469.0,0.616,4697,87,0.648,0.052,2.336e-05,0.99998
9739,Attrited Customer,54,F,2,Doctorate,Divorced,Unknown,Blue,45,1,2,2,5586.0,0,5565.0,0.619,4705,68,0.794,0.0,0.99397,0.00503
9740,Attrited Customer,34,F,3,College,Married,Less than $40K,Blue,21,3,3,2,1586.0,0,1590.0,0.767,2214,34,1.171,0.0,0.99461,0.00539
9741,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,28,3,2,3,2015.0,0,1955.0,0.987,4224,69,0.719,0.0,0.00020325,0.9998
9742,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,30,3,4,3,8133.0,1306,6468.0,0.683,4402,66,0.604,0.128,0.00036743,0.99963
9743,Existing Customer,46,M,0,Graduate,Married,Less than $40K,Silver,34,3,2,3,11948.0,623,10761.0,0.641,2373,63,0.67,0.052,0.00015758,0.99984
9744,Existing Customer,56,F,1,Doctorate,Married,$40K - $60K,Blue,42,3,1,1,1438.3,0,1438.3,0.394,3384,87,0.637,0.0,1.695e-05,0.99999
9745,Existing Customer,45,M,2,Post-Graduate,Single,$80K - $120K,Gold,42,2,4,3,34516.0,2517,31999.0,0.862,7548,92,0.599,0.079,0.0003389,0.99966
9746,Existing Customer,51,F,2,Graduate,Married,$40K - $60K,Blue,32,5,3,2,4425.0,2229,2917.0,1.009,5220,84,0.684,0.456,0.00018382,0.99982
9747,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,34,5,1,1,7695.0,823,6234.0,0.812,4875,85,0.844,0.126,3.4e-05,0.99997
9748,Attrited Customer,54,F,2,High School,Married,Less than $40K,Blue,49,3,2,4,1438.3,238,217.3,0.759,2887,53,0.922,0.899,0.99637,0.00363689
9749,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,46,6,3,4,2900.0,2309,739.0,0.717,2025,47,0.355,0.765,0.00050165,0.9995
9750,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,28,2,3,3,1438.3,0,1438.3,0.758,3727,88,0.82,0.0,0.00032575,0.99967
9751,Existing Customer,55,M,4,Uneducated,Single,$120K +,Silver,46,2,2,1,34516.0,2156,32807.0,0.77,4344,84,0.875,0.074,5.537e-05,0.99994
9752,Existing Customer,51,F,5,Graduate,Married,Unknown,Blue,34,5,1,3,12572.0,1721,10420.0,0.815,15589,99,0.95,0.156,9.717e-05,0.9999
9753,Existing Customer,51,M,0,High School,Married,$80K - $120K,Blue,46,3,1,2,5788.0,1348,3355.0,0.799,1477,25,0.925,0.114,5.595e-05,0.99994
9754,Attrited Customer,50,F,1,Doctorate,Single,Less than $40K,Blue,37,2,3,3,1457.0,0,1407.0,0.774,624,20,0.2,0.0,0.99653,0.0034669
9755,Attrited Customer,57,M,3,High School,Married,$60K - $80K,Blue,41,1,1,3,18027.0,0,18099.0,0.318,1867,38,0.291,0.0,0.98947,0.01023
9756,Attrited Customer,30,F,0,Uneducated,Married,Less than $40K,Blue,26,3,3,3,1438.3,0,1438.3,0.411,2296,41,0.597,0.0,0.99654,0.0034563
9757,Attrited Customer,27,M,0,High School,Single,Less than $40K,Blue,14,1,1,5,1785.0,1566,269.0,0.335,2290,47,0.526,0.922,0.9973,0.00160857
9758,Existing Customer,38,F,3,Graduate,Married,Unknown,Blue,36,4,3,4,12086.0,1550,11186.0,0.667,3242,62,0.668,0.122,0.00053543,0.99946
9759,Existing Customer,42,F,2,High School,Divorced,Less than $40K,Blue,35,3,1,4,2616.0,1333,1138.0,0.959,4272,67,0.711,0.484,0.00015325,0.99985
9760,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,43,3,3,5,5672.0,0,5602.0,0.89,4637,48,0.51,0.0,0.99944,0.00055285
9761,Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,28,3,3,2,12764.0,1130,11603.0,0.524,2080,77,0.833,0.123,0.00017987,0.99982
9762,Existing Customer,45,F,4,Graduate,Married,$40K - $60K,Blue,28,5,3,2,2594.0,1305,1703.0,0.98,4160,72,0.626,0.466,0.00018864,0.99981
9763,Existing Customer,46,F,2,Graduate,Divorced,Less than $40K,Blue,38,4,2,0,1495.0,799,819.0,0.882,4455,82,0.732,0.442,6.83e-05,0.99993
9764,Existing Customer,63,M,0,High School,Single,$120K +,Blue,36,6,2,3,24367.0,767,23371.0,0.866,1431,17,0.923,0.05,0.00015495,0.99985
9765,Attrited Customer,34,F,2,Post-Graduate,Single,Less than $40K,Silver,26,2,3,3,13703.0,0,12967.0,0.853,9502,70,0.799,0.0,0.99615,0.00384494
9766,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,38,4,1,2,2251.0,0,2135.0,0.756,4569,79,0.792,0.0,5.776e-05,0.99994
9767,Attrited Customer,56,F,0,Unknown,Married,Unknown,Blue,36,3,4,4,1438.3,0,1438.3,0.658,2289,44,0.462,0.0,0.99832,0.00107617
9768,Existing Customer,37,M,1,Graduate,Unknown,$80K - $120K,Blue,32,3,2,1,9481.0,0,9480.0,0.679,4158,81,0.7,0.0,6.428e-05,0.99994
9769,Existing Customer,38,M,2,Graduate,Married,$60K - $80K,Blue,36,5,2,4,6743.0,811,6108.0,0.74,1721,58,0.314,0.147,0.00031716,0.99968
9770,Existing Customer,46,F,3,Uneducated,Single,Less than $40K,Blue,36,2,1,0,2104.0,1663,715.0,0.657,4773,87,0.673,0.524,2.126e-05,0.99998
9771,Existing Customer,34,M,4,Uneducated,Single,$60K - $80K,Gold,38,5,3,2,23981.0,1496,22171.0,0.685,1960,44,0.511,0.045,0.00020833,0.99979
9772,Existing Customer,53,F,3,College,Single,Less than $40K,Blue,43,5,3,4,2321.0,1041,743.0,0.643,2174,48,0.8,0.612,0.00052057,0.99948
9773,Existing Customer,40,F,4,Unknown,Single,Unknown,Blue,30,3,3,3,1438.3,0,1438.3,0.825,4535,81,0.724,0.0,0.00034878,0.99965
9774,Existing Customer,49,F,3,Graduate,Single,Unknown,Silver,34,1,2,2,34516.0,1332,32253.0,0.817,8242,92,1.092,0.039,0.00011538,0.99988
9775,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,28,5,2,1,2252.0,1475,880.0,0.823,4323,67,0.952,0.559,7.988e-05,0.99992
9776,Attrited Customer,44,M,3,Graduate,Single,$120K +,Silver,36,2,3,2,34516.0,989,33979.0,0.649,2100,42,0.945,0.022,0.99507,0.00493471
9777,Existing Customer,29,M,1,Uneducated,Married,$80K - $120K,Blue,31,5,1,3,4536.0,768,3029.0,1.003,11237,72,1.0,0.249,8.451e-05,0.99992
9778,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,29,1,3,1,7993.0,1040,7734.0,1.168,3893,61,0.673,0.138,0.00011486,0.99989
9779,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,6,2,12262.0,881,11918.0,0.809,3623,76,0.657,0.094,0.00020795,0.99979
9780,Existing Customer,62,M,2,Uneducated,Single,$60K - $80K,Blue,56,3,6,3,13856.0,1293,12339.0,0.516,1363,36,0.211,0.116,0.00023422,0.99977
9781,Existing Customer,58,F,3,Graduate,Single,$40K - $60K,Blue,52,5,1,0,1605.0,0,1625.0,0.785,4744,87,0.794,0.0,2.483e-05,0.99998
9782,Existing Customer,51,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2693.0,853,1696.0,0.664,3803,69,0.545,0.385,0.00012195,0.99988
9783,Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,36,6,1,4,2377.0,1445,1188.0,0.379,1289,39,0.633,0.536,0.00017376,0.99983
9784,Existing Customer,52,F,0,Graduate,Divorced,$40K - $60K,Blue,34,4,1,2,2434.0,1897,257.0,0.624,3888,68,1.0,0.922,4.776e-05,0.99995
9785,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,36,6,4,4,4282.0,1035,2682.0,0.657,3975,78,0.657,0.256,0.00053782,0.99946
9786,Attrited Customer,33,F,4,Unknown,Married,Less than $40K,Blue,19,2,1,3,3087.0,376,2378.0,0.781,2432,39,0.761,0.182,0.98336,0.01064
9787,Existing Customer,39,M,3,High School,Single,$80K - $120K,Blue,33,2,1,3,14361.0,0,14911.0,0.743,7332,99,0.6,0.0,9.344e-05,0.99991
9788,Existing Customer,49,F,1,Doctorate,Divorced,Less than $40K,Blue,38,5,4,2,7878.0,1581,5572.0,0.425,1532,49,0.421,0.202,0.00021158,0.99979
9789,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,36,5,1,2,2900.0,2212,908.0,0.604,4488,94,0.79,0.738,5.576e-05,0.99994
9790,Existing Customer,59,M,4,High School,Married,$120K +,Blue,36,3,1,4,34516.0,1491,33085.0,0.727,3910,80,0.675,0.042,0.00015915,0.99984
9791,Existing Customer,41,M,0,College,Divorced,$120K +,Blue,30,1,2,3,1607.0,1480,388.0,0.567,4293,70,0.628,0.806,5.494e-05,0.99995
9792,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,3,3,3,2002.0,672,1242.0,0.594,3719,78,0.43,0.422,0.00031105,0.99969
9793,Attrited Customer,57,M,2,Graduate,Single,$60K - $80K,Silver,45,2,1,2,34516.0,0,34516.0,1.031,4338,65,1.201,0.0,0.98841,0.01729
9794,Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Blue,32,2,3,2,18986.0,1048,16839.0,0.994,15551,126,0.921,0.075,0.00018195,0.99982
9795,Attrited Customer,56,M,2,Uneducated,Single,$60K - $80K,Gold,48,1,3,2,34516.0,860,33421.0,0.841,8704,63,0.7,0.036,0.99505,0.00295743
9796,Existing Customer,41,M,3,College,Married,$60K - $80K,Blue,36,1,2,2,6895.0,1047,5003.0,0.566,3779,75,0.634,0.165,0.00011482,0.99989
9797,Existing Customer,33,F,4,Graduate,Married,Less than $40K,Blue,33,3,1,3,9119.0,1856,6923.0,1.149,2830,59,0.95,0.235,9.767e-05,0.9999
9798,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,42,5,3,2,2210.0,1056,1216.0,0.92,4346,72,0.654,0.512,0.00018556,0.99981
9799,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,3,3,3,10938.0,0,10732.0,0.757,3738,85,0.776,0.0,0.00034872,0.99965
9800,Existing Customer,56,M,3,High School,Married,$120K +,Blue,45,2,2,2,21804.0,10,21675.0,0.691,13199,102,0.771,0.0,0.00011065,0.99989
9801,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,38,5,3,2,3841.0,876,2952.0,0.728,4219,69,0.763,0.241,0.00018864,0.99981
9802,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,1,2,3228.0,2453,1080.0,0.591,4634,73,0.737,0.673,5.615e-05,0.99994
9803,Existing Customer,36,M,2,High School,Single,$60K - $80K,Blue,37,3,1,3,3428.0,1362,2910.0,0.843,4343,62,0.705,0.338,0.00010183,0.9999
9804,Existing Customer,34,M,3,Graduate,Married,$60K - $80K,Blue,26,3,3,2,3777.0,1739,2623.0,1.199,2783,62,0.862,0.451,0.00018665,0.99981
9805,Existing Customer,39,M,1,Uneducated,Single,$80K - $120K,Blue,24,4,3,2,5668.0,0,4904.0,0.786,4620,63,0.745,0.0,0.00019853,0.9998
9806,Attrited Customer,40,M,1,Doctorate,Married,$40K - $60K,Blue,23,3,2,4,7034.0,2517,3381.0,0.607,2169,44,0.889,0.485,0.99723,0.00276408
9807,Existing Customer,33,M,3,High School,Single,$80K - $120K,Blue,36,5,2,3,34357.0,0,34516.0,1.143,2383,66,0.411,0.0,0.00019411,0.99981
9808,Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,35,2,3,3,1690.0,1558,409.0,0.685,5186,85,0.751,0.781,0.00030519,0.99969
9809,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,35,3,3,2,11842.0,2074,9100.0,0.489,3844,50,0.667,0.274,0.99461,0.00539
9810,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,45,3,2,4,7109.0,0,7232.0,0.85,3530,61,0.711,0.0,0.00033724,0.99966
9811,Attrited Customer,53,F,2,Unknown,Unknown,Less than $40K,Blue,45,6,4,3,1483.0,0,1514.0,0.425,2637,38,0.414,0.0,0.99743,0.00227386
9812,Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,31,1,3,2,6266.0,749,5877.0,0.875,15472,121,0.764,0.116,0.00021162,0.99979
9813,Existing Customer,40,M,1,Unknown,Married,$60K - $80K,Blue,30,3,1,1,7844.0,0,7992.0,0.603,3814,72,0.538,0.0,3.911e-05,0.99996
9814,Existing Customer,36,F,3,Post-Graduate,Married,Less than $40K,Blue,29,5,3,3,2958.0,2047,908.0,1.052,2630,50,0.555,0.708,0.00031531,0.99968
9815,Attrited Customer,39,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,4,2965.0,1534,1301.0,0.356,1943,54,0.278,0.593,0.99704,0.00295021
9816,Existing Customer,35,F,1,Doctorate,Single,Less than $40K,Blue,36,3,2,2,2855.0,1489,1259.0,0.996,3365,82,0.905,0.429,0.00013081,0.99987
9817,Attrited Customer,38,F,2,High School,Married,Less than $40K,Blue,32,5,2,3,3279.0,2517,527.0,0.248,2206,44,0.506,0.825,0.9949,0.0051
9818,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,23,5,3,3,10952.0,1817,9111.0,0.716,4691,76,0.867,0.121,0.00030519,0.99969
9819,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,3,2,3,2728.0,1250,1049.0,0.813,3657,55,0.725,0.48,0.00019743,0.9998
9820,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,3,4,3,8575.0,255,8136.0,0.902,690,13,0.653,0.053,0.99714,0.00286697
9821,Existing Customer,36,M,2,Uneducated,Single,$40K - $60K,Blue,27,3,3,3,13698.0,1965,11597.0,0.722,3489,79,0.688,0.192,0.00031704,0.99968
9822,Attrited Customer,55,F,3,College,Single,Unknown,Blue,36,4,3,3,8959.0,1197,7712.0,0.938,8677,64,1.285,0.152,0.99657,0.00343718
9823,Existing Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,4,2270.0,1688,598.0,0.884,4223,74,0.714,0.694,0.00016369,0.99984
